symbol,begins_at,close_price,high_price,interpolated,low_price,open_price,session,volume
MRK,2017-09-01,61.8147,62.0713,False,61.5919,61.7759,reg,6185056
MRK,2017-09-05,61.6113,62.0907,False,61.4564,61.7372,reg,7236202
MRK,2017-09-06,61.9793,62.2989,False,61.7517,61.8728,reg,7148699
MRK,2017-09-07,62.2892,62.3861,False,61.7711,62.0665,reg,6856376
MRK,2017-09-08,62.2408,62.4926,False,61.9212,61.9696,reg,7365817
MRK,2017-09-11,63.0736,63.24800000000001,False,62.6378,62.8896,reg,10291625
MRK,2017-09-12,63.3932,63.5482,False,63.06399999999999,63.06399999999999,reg,7354151
MRK,2017-09-13,63.3835,63.4804,False,63.2383,63.2964,reg,5628692
MRK,2017-09-14,64.4955,64.5443,False,63.3153,63.3933,reg,9959122
MRK,2017-09-15,64.5345,64.7491,False,64.1346,64.5443,reg,14685767
MRK,2017-09-18,64.3687,64.7784,False,64.1883,64.398,reg,10543216
MRK,2017-09-19,64.3297,64.5345,False,64.0663,64.398,reg,7009284
MRK,2017-09-20,64.1736,64.6809,False,63.5884,64.4468,reg,9450016
MRK,2017-09-21,63.9883,64.3102,False,63.9103,64.2322,reg,5968693
MRK,2017-09-22,63.5298,64.0858,False,63.4664,64.0176,reg,7465921
MRK,2017-09-25,63.5786,63.7932,False,63.4421,63.5591,reg,5573399
MRK,2017-09-26,63.1689,63.7152,False,63.1299,63.5006,reg,6976185
MRK,2017-09-27,62.9836,63.1592,False,62.7398,63.0909,reg,6691948
MRK,2017-09-28,62.7105,63.0714,False,62.5934,62.691,reg,7022769
MRK,2017-09-29,62.4569,62.9446,False,61.7741,62.7105,reg,11449603
MRK,2017-10-02,62.9641,63.0909,False,62.3203,62.6325,reg,6743391
MRK,2017-10-03,62.7885,62.9923,False,62.213,62.9641,reg,6507064
MRK,2017-10-04,63.0129,63.0324,False,62.7495,62.8373,reg,6414724
MRK,2017-10-05,63.0129,63.2031,False,62.7495,62.8373,reg,9150023
MRK,2017-10-06,62.9641,63.3055,False,62.7885,63.1104,reg,7488442
MRK,2017-10-09,62.7495,63.1494,False,62.5447,63.0812,reg,5451299
MRK,2017-10-10,62.8763,62.8909,False,62.6178,62.73,reg,4921049
MRK,2017-10-11,62.213,62.7593,False,61.9594,62.1935,reg,10101624
MRK,2017-10-12,62.2618,62.4081,False,61.9935,62.2228,reg,6158543
MRK,2017-10-13,61.8326,62.5885,False,61.8228,62.3788,reg,7341381
MRK,2017-10-16,61.7838,62.1642,False,61.7058,61.9301,reg,7449197
MRK,2017-10-17,61.6668,61.7546,False,61.3351,61.657,reg,7028492
MRK,2017-10-18,61.9497,62.5349,False,61.8521,62.5154,reg,7886855
MRK,2017-10-19,62.1838,62.4569,False,62.0277,62.0765,reg,10071235
MRK,2017-10-20,62.3106,62.4179,False,62.0082,62.2813,reg,10304201
MRK,2017-10-23,61.8424,62.9348,False,61.7448,62.4569,reg,11582013
MRK,2017-10-24,61.5595,61.7546,False,60.8328,61.7546,reg,10221095
MRK,2017-10-25,60.9157,61.5741,False,60.7986,61.5497,reg,11016700
MRK,2017-10-26,60.467,61.1498,False,60.2865,60.7596,reg,10744312
MRK,2017-10-27,56.8091,59.0624,False,56.3994,59.0624,reg,29561260
MRK,2017-10-30,53.3659,54.6729,False,53.0732,54.3803,reg,38989448
MRK,2017-10-31,53.7365,54.4193,False,53.678,53.8146,reg,18429170
MRK,2017-11-01,53.9804,54.4291,False,53.9219,54.1755,reg,16418356
MRK,2017-11-02,54.0096,54.2047,False,53.6829,54.1169,reg,12318499
MRK,2017-11-03,54.6827,54.8924,False,53.8292,53.9414,reg,9810781
MRK,2017-11-06,54.5071,54.7949,False,54.234,54.6632,reg,8718542
MRK,2017-11-07,54.2242,54.8046,False,54.0194,54.5071,reg,14321128
MRK,2017-11-08,55.1899,55.3265,False,54.0974,54.1364,reg,15132913
MRK,2017-11-09,54.82899999999999,55.2679,False,54.2486,55.1606,reg,14140070
MRK,2017-11-10,54.1169,54.907,False,53.795,54.907,reg,16743873
MRK,2017-11-13,53.7463,54.15600000000001,False,53.7073,53.9511,reg,13488250
MRK,2017-11-14,53.639,53.8243,False,53.4049,53.6195,reg,12705755
MRK,2017-11-15,53.4536,53.7463,False,53.0635,53.4146,reg,11727413
MRK,2017-11-16,53.8146,54.0096,False,53.4049,53.5122,reg,11996332
MRK,2017-11-17,53.8438,54.0682,False,53.4049,53.6487,reg,9884066
MRK,2017-11-20,52.7708,53.0537,False,52.3124,52.7123,reg,17178688
MRK,2017-11-21,52.9367,53.5024,False,52.8489,53.0245,reg,13711279
MRK,2017-11-22,53.0342,53.2293,False,52.8391,52.8976,reg,7376233
MRK,2017-11-24,53.0147,53.2878,False,52.7806,53.161,reg,4341296
MRK,2017-11-27,53.2098,53.2586,False,52.8684,53.0732,reg,10100064
MRK,2017-11-28,53.5804,53.7707,False,53.0732,53.5804,reg,12830909
MRK,2017-11-29,53.9999,54.2872,False,53.5804,53.6877,reg,10477609
MRK,2017-11-30,53.9121,54.5169,False,53.678,53.8292,reg,15400374
MRK,2017-12-01,54.4974,54.5998,False,53.8633,54.0389,reg,12092385
MRK,2017-12-04,54.8388,55.3167,False,54.4974,54.5559,reg,13440038
MRK,2017-12-05,54.3998,55.1216,False,54.351000000000006,54.7705,reg,11837194
MRK,2017-12-06,53.0147,54.5559,False,52.8538,53.1025,reg,20245909
MRK,2017-12-07,53.4244,54.4681,False,53.3366,53.5024,reg,16461071
MRK,2017-12-08,54.2047,54.2047,False,53.3171,54.2047,reg,10423372
MRK,2017-12-11,54.9558,55.2436,False,54.195,54.9558,reg,9770244
MRK,2017-12-12,55.6679,55.7654,False,55.2387,55.6679,reg,13792713
MRK,2017-12-13,55.5118,55.9605,False,55.2533,55.5411,reg,13342531
MRK,2017-12-14,55.0986,55.8148,False,55.0445,55.4823,reg,10137284
MRK,2017-12-15,55.3249,55.4528,False,54.8429,55.3151,reg,22580659
MRK,2017-12-18,55.3052,55.7676,False,55.2855,55.4626,reg,11595007
MRK,2017-12-19,55.3151,55.6946,False,55.0986,55.3052,reg,9467105
MRK,2017-12-20,55.197,55.5708,False,55.0691,55.3642,reg,13135880
MRK,2017-12-21,55.679,55.8709,False,55.1675,55.1675,reg,9961847
MRK,2017-12-22,55.4429,55.9053,False,55.2167,55.679,reg,11345968
MRK,2017-12-26,55.4233,55.679,False,55.3544,55.5708,reg,4405328
MRK,2017-12-27,55.4233,55.7036,False,55.3446,55.4725,reg,5660275
MRK,2017-12-28,55.679,55.8758,False,55.3839,55.4233,reg,5783455
MRK,2017-12-29,55.3544,56.0627,False,55.3544,55.9053,reg,8436625
MRK,2018-01-02,55.3052,55.8217,False,55.13800000000001,55.6692,reg,10073010
MRK,2018-01-03,55.2265,55.3446,False,55.0495,55.3151,reg,10582536
MRK,2018-01-04,56.1217,56.4857,False,55.4626,55.5216,reg,15030206
MRK,2018-01-05,56.0627,56.4562,False,55.6692,56.4562,reg,9499053
MRK,2018-01-08,55.7381,56.3185,False,55.5807,56.2791,reg,11109312
MRK,2018-01-09,55.8758,56.1709,False,55.6495,55.8856,reg,10631689
MRK,2018-01-10,56.3676,56.4365,False,55.5413,55.6299,reg,9062360
MRK,2018-01-11,56.6628,56.6726,False,56.2299,56.3676,reg,7106259
MRK,2018-01-12,57.7055,57.8531,False,56.948,57.0071,reg,12343067
MRK,2018-01-16,61.06,62.7422,False,60.2534,60.7452,reg,48091315
MRK,2018-01-17,61.0207,61.5716,False,60.883,61.2765,reg,21889883
MRK,2018-01-18,60.1353,61.1092,False,59.6385,60.9912,reg,19905799
MRK,2018-01-19,60.2829,60.4796,False,59.6533,60.4796,reg,12161865
MRK,2018-01-22,60.2534,60.4403,False,59.732,59.9583,reg,12247493
MRK,2018-01-23,60.6961,61.1191,False,59.8796,60.037,reg,11181493
MRK,2018-01-24,60.1845,61.0994,False,59.9681,61.00100000000001,reg,13482091
MRK,2018-01-25,60.3026,60.3813,False,59.9583,60.3026,reg,9402325
MRK,2018-01-26,61.0305,61.0699,False,60.3419,60.4895,reg,10553733
