symbol,begins_at,close_price,high_price,interpolated,low_price,open_price,session,volume
COO,2017-09-01,236.122,244.9398,False,234.5624,244.9398,reg,1026728
COO,2017-09-05,239.8511,239.971,False,235.6421,236.192,reg,650215
COO,2017-09-06,241.0808,241.7606,False,237.5616,240.4109,reg,544650
COO,2017-09-07,244.7499,244.9898,False,240.321,241.4407,reg,487717
COO,2017-09-08,251.4182,251.9881,False,244.28,244.7599,reg,577385
COO,2017-09-11,253.3278,253.9276,False,251.3482,252.7479,reg,418758
COO,2017-09-12,249.9686,254.4175,False,246.4994,253.3278,reg,992297
COO,2017-09-13,246.5394,249.5887,False,246.3095,249.5887,reg,319958
COO,2017-09-14,246.9793,246.9883,False,244.195,246.1995,reg,423908
COO,2017-09-15,245.1498,247.9491,False,244.6999,247.7091,reg,862709
COO,2017-09-18,249.0488,249.6887,False,243.6301,245.6197,reg,501191
COO,2017-09-19,235.932,248.7689,False,235.6171,248.7689,reg,1168332
COO,2017-09-20,236.052,239.3412,False,232.7428,236.4419,reg,736244
COO,2017-09-21,232.3529,235.942,False,231.4531,235.942,reg,636793
COO,2017-09-22,239.7111,240.6209,False,230.6333,232.9028,reg,1196838
COO,2017-09-25,239.7911,241.0958,False,237.2817,238.9213,reg,519586
COO,2017-09-26,235.7921,240.5709,False,235.2922,239.1313,reg,380244
COO,2017-09-27,235.3622,236.5569,False,233.6026,235.7921,reg,414208
COO,2017-09-28,231.5431,235.8021,False,231.2332,235.5921,reg,436533
COO,2017-09-29,237.0518,237.2417,False,230.7146,231.1032,reg,484079
COO,2017-10-02,240.5009,240.5809,False,236.182,237.8416,reg,434613
COO,2017-10-03,240.061,241.9506,False,238.2715,239.961,reg,423165
COO,2017-10-04,240.9708,242.1905,False,239.7511,239.7511,reg,433443
COO,2017-10-05,241.6106,242.0405,False,239.1812,241.2907,reg,241890
COO,2017-10-06,241.2707,242.5604,False,239.991,241.2507,reg,305294
COO,2017-10-09,236.5619,240.9408,False,235.4522,240.5609,reg,399944
COO,2017-10-10,233.9125,236.5219,False,233.4426,236.5219,reg,344697
COO,2017-10-11,237.4617,237.5316,False,233.3127,235.4422,reg,357060
COO,2017-10-12,237.6116,238.8063,False,236.7218,237.3217,reg,481972
COO,2017-10-13,235.942,236.7918,False,235.0423,236.7918,reg,310793
COO,2017-10-16,236.8918,237.6916,False,235.8221,235.8221,reg,399569
COO,2017-10-17,235.922,238.1314,False,235.4622,237.7416,reg,551549
COO,2017-10-18,235.7221,237.2617,False,235.0323,236.4919,reg,723547
COO,2017-10-19,236.022,236.6419,False,234.5624,236.4919,reg,861653
COO,2017-10-20,235.2922,238.2715,False,234.4224,236.9118,reg,722378
COO,2017-10-23,237.2517,238.7913,False,234.8423,236.062,reg,496431
COO,2017-10-24,239.4912,239.4912,False,236.002,238.0815,reg,233684
COO,2017-10-25,237.8416,239.2112,False,235.3192,237.7916,reg,343346
COO,2017-10-26,240.351,242.9803,False,237.5716,237.5716,reg,454779
COO,2017-10-27,244.37,245.3297,False,239.7211,240.6509,reg,328737
COO,2017-10-30,242.6904,244.4,False,240.6909,244.21,reg,282136
COO,2017-10-31,240.201,242.9903,False,239.6611,242.4504,reg,346388
COO,2017-11-01,233.9125,240.5109,False,233.3927,240.4809,reg,506955
COO,2017-11-02,226.8443,233.9725,False,225.9245,233.0028,reg,638043
