symbol,begins_at,close_price,high_price,interpolated,low_price,open_price,session,volume
EMN,2017-09-01,85.37100000000002,85.5763,False,84.6181,84.6572,reg,1251364
EMN,2017-09-05,83.3763,85.5959,False,83.2101,85.3514,reg,1519438
EMN,2017-09-06,83.1807,83.9141,False,82.7505,83.2492,reg,1699434
EMN,2017-09-07,82.9461,83.2785,False,82.7016,83.1709,reg,744218
EMN,2017-09-08,82.9461,83.3665,False,82.6038,82.7016,reg,1010034
EMN,2017-09-11,83.6892,84.0118,False,83.4252,83.7185,reg,983633
EMN,2017-09-12,84.2856,84.5007,False,83.8554,83.963,reg,1401397
EMN,2017-09-13,83.699,84.3443,False,83.2394,84.1585,reg,886226
EMN,2017-09-14,83.6596,83.9439,False,83.4924,83.7088,reg,1066685
EMN,2017-09-15,83.5711,83.7383,False,83.0399,83.6104,reg,2069471
EMN,2017-09-18,84.0137,84.29899999999998,False,83.6104,83.6891,reg,798474
EMN,2017-09-19,85.2531,85.44,False,83.7088,84.1121,reg,1499609
EMN,2017-09-20,84.6433,85.8335,False,84.1416,85.4203,reg,2109662
EMN,2017-09-21,84.3973,84.5842,False,84.1416,84.4662,reg,671344
EMN,2017-09-22,85.0662,85.1548,False,84.24,84.3973,reg,617740
EMN,2017-09-25,86.2269,86.4335,False,84.8302,85.0564,reg,1292936
EMN,2017-09-26,85.4203,86.5417,False,85.3416,86.345,reg,1937521
EMN,2017-09-27,85.92200000000004,86.4532,False,85.1449,85.9318,reg,805528
EMN,2017-09-28,88.4893,88.4893,False,86.4925,87.0434,reg,1593129
EMN,2017-09-29,89.0107,89.4828,False,88.0763,88.5188,reg,2036773
EMN,2017-10-02,89.4927,89.5812,False,88.0369,88.9025,reg,1344671
EMN,2017-10-03,89.7779,89.896,False,88.7648,89.7091,reg,1036799
EMN,2017-10-04,88.2336,89.8861,False,87.3188,89.7681,reg,2186912
EMN,2017-10-05,89.3451,89.8566,False,88.2336,88.6172,reg,1361617
EMN,2017-10-06,89.5123,89.5517,False,88.5484,88.6959,reg,971675
EMN,2017-10-09,88.1844,89.8861,False,88.1155,89.6107,reg,956221
EMN,2017-10-10,87.3286,87.8401,False,86.6106,87.5352,reg,1359115
EMN,2017-10-11,86.7089,87.1589,False,86.1286,86.286,reg,1090102
EMN,2017-10-12,86.9155,87.1024,False,86.3056,86.3351,reg,829089
EMN,2017-10-13,87.2008,87.7221,False,87.1024,87.4467,reg,787557
EMN,2017-10-16,86.4335,87.6336,False,86.0204,87.545,reg,1298031
EMN,2017-10-17,85.8728,86.5319,False,85.1646,86.1679,reg,2031049
EMN,2017-10-18,86.6204,86.9548,False,85.6171,85.92200000000004,reg,1261395
EMN,2017-10-19,87.3385,87.7418,False,85.8728,86.3745,reg,1555919
EMN,2017-10-20,87.368,88.2041,False,87.3385,88.2041,reg,1195035
EMN,2017-10-23,87.2204,87.8008,False,86.9843,87.4565,reg,726476
EMN,2017-10-24,88.991,89.53200000000002,False,87.5549,87.5549,reg,1127784
EMN,2017-10-25,89.1484,89.5418,False,88.2336,88.7156,reg,1518464
EMN,2017-10-26,89.5517,90.1714,False,89.2959,89.5812,reg,1868239
EMN,2017-10-27,91.4796,93.4076,False,89.0599,92.0993,reg,2843016
EMN,2017-10-30,90.3189,91.8239,False,90.2697,90.9976,reg,1593908
EMN,2017-10-31,89.3254,90.614,False,89.2763,90.614,reg,1298056
EMN,2017-11-01,89.4927,90.0533,False,88.8139,89.9648,reg,957029
EMN,2017-11-02,89.6402,89.8468,False,88.2828,89.6009,reg,1119323
EMN,2017-11-03,89.8271,90.1812,False,89.3697,89.8468,reg,556284
EMN,2017-11-06,88.8828,89.65,False,88.6664,89.65,reg,883688
EMN,2017-11-07,89.1287,89.6304,False,88.6861,88.9418,reg,722309
EMN,2017-11-08,89.109,89.6205,False,88.4303,88.8828,reg,859149
EMN,2017-11-09,88.509,88.8139,False,87.5549,88.3516,reg,848349
EMN,2017-11-10,89.2664,89.2959,False,88.4598,88.4992,reg,798191
EMN,2017-11-13,89.9353,90.132,False,88.7746,88.7746,reg,870818
EMN,2017-11-14,88.7648,89.3746,False,88.1254,89.2172,reg,1002514
EMN,2017-11-15,88.086,88.62700000000002,False,87.3975,88.62700000000002,reg,2355741
