symbol,begins_at,close_price,high_price,interpolated,low_price,open_price,session,volume
AVY,2017-09-01,93.7966,93.7966,False,93.0562,93.0759,reg,571342
AVY,2017-09-05,93.5893,94.2103,False,93.0661,93.6485,reg,826615
AVY,2017-09-06,91.9011,93.925,False,91.0423,93.6782,reg,1444112
AVY,2017-09-07,91.4865,92.0315,False,90.8053,91.8518,reg,882216
AVY,2017-09-08,91.9999,92.4145,False,91.3977,91.6247,reg,315606
AVY,2017-09-11,92.9772,93.0365,False,91.8518,92.4737,reg,572240
AVY,2017-09-12,94.0138,94.3001,False,92.918,93.303,reg,524045
AVY,2017-09-13,93.7966,94.3791,False,92.8193,93.9052,reg,590302
AVY,2017-09-14,94.537,94.8826,False,93.4612,93.7769,reg,587049
AVY,2017-09-15,95.5934,95.8698,False,94.7345,94.7444,reg,903393
AVY,2017-09-18,97.6468,97.9923,False,95.781,95.781,reg,948158
AVY,2017-09-19,97.2421,97.9232,False,96.8077,97.8443,reg,576253
AVY,2017-09-20,97.6172,97.9923,False,97.094,97.2124,reg,760630
AVY,2017-09-21,97.558,98.0318,False,97.2815,97.6468,reg,494237
AVY,2017-09-22,97.4987,97.6164,False,97.2223,97.4296,reg,421511
AVY,2017-09-25,97.6271,97.6567,False,96.7682,97.5185,reg,557770
AVY,2017-09-26,97.3507,97.6172,False,96.9755,97.6172,reg,580916
AVY,2017-09-27,98.1306,98.2935,False,97.1335,97.8048,reg,745198
AVY,2017-09-28,98.6538,98.8216,False,97.864,97.943,reg,688425
AVY,2017-09-29,97.0841,98.3872,False,96.9854,98.2984,reg,810078
AVY,2017-10-02,98.1503,98.3181,False,97.0841,97.0841,reg,786548
AVY,2017-10-03,97.9923,98.328,False,97.321,98.1701,reg,361610
AVY,2017-10-04,98.4366,98.5748,False,97.7752,98.0516,reg,281236
AVY,2017-10-05,98.6143,98.7032,False,98.1701,98.6242,reg,338292
AVY,2017-10-06,99.0586,99.6015,False,98.407,98.5353,reg,374518
AVY,2017-10-09,99.4238,100.1939,False,99.1079,99.256,reg,311414
AVY,2017-10-10,99.5028,99.9471,False,99.1573,99.8089,reg,314841
AVY,2017-10-11,99.9174,100.1248,False,99.1474,99.4238,reg,370353
AVY,2017-10-12,99.5127,100.2728,False,99.3449,99.4633,reg,482941
AVY,2017-10-13,100.6381,100.7664,False,99.9076,99.9964,reg,442456
AVY,2017-10-16,100.8751,100.9244,False,99.8385,100.6974,reg,301672
AVY,2017-10-17,100.2827,101.2403,False,99.641,101.1317,reg,551463
AVY,2017-10-18,99.2264,100.4407,False,99.1474,100.2926,reg,924188
AVY,2017-10-19,97.5284,99.2066,False,97.2865,99.0388,reg,1163552
AVY,2017-10-20,98.4366,98.4563,False,96.8965,97.8838,reg,1024747
AVY,2017-10-23,97.7455,99.1672,False,97.6715,98.792,reg,522243
AVY,2017-10-24,97.6468,98.3675,False,97.1137,97.9923,reg,981688
AVY,2017-10-25,102.7212,103.1654,False,99.4041,102.4645,reg,981370
AVY,2017-10-26,103.5208,104.36,False,102.0795,102.1782,reg,815215
AVY,2017-10-27,104.7549,104.8832,False,102.6037,103.7084,reg,692252
AVY,2017-10-30,103.975,104.8338,False,103.4172,104.7944,reg,645661
AVY,2017-10-31,104.8141,105.1991,False,103.7578,103.8269,reg,747552
AVY,2017-11-01,105.6631,106.0383,False,104.2218,105.3472,reg,736409
AVY,2017-11-02,107.0551,107.1933,False,105.2584,105.8211,reg,720435
AVY,2017-11-03,106.7096,107.5981,False,106.6306,107.0156,reg,598231
AVY,2017-11-06,105.7026,106.8675,False,105.1399,106.4924,reg,506225
AVY,2017-11-07,105.673,106.4134,False,105.4854,105.6138,reg,367116
AVY,2017-11-08,106.3739,106.8873,False,105.7322,105.8112,reg,615369
AVY,2017-11-09,104.4093,106.137,False,103.817,105.7915,reg,809312
AVY,2017-11-10,103.8466,104.4291,False,103.511,104.2514,reg,585207
