symbol,begins_at,close_price,high_price,interpolated,low_price,open_price,session,volume
FRT,2017-09-01,124.1047,124.8017,False,122.4832,123.0689,reg,342348
FRT,2017-09-05,123.5626,124.9469,False,122.8559,124.1241,reg,340964
FRT,2017-09-06,125.1889,125.944,False,123.582,123.9305,reg,395324
FRT,2017-09-07,126.2828,127.2993,False,124.9857,125.7795,reg,678924
FRT,2017-09-08,125.247,126.6459,False,125.0728,126.0408,reg,403217
FRT,2017-09-11,126.0892,126.1763,False,125.3051,125.5084,reg,379488
FRT,2017-09-12,124.5791,127.0089,False,123.9982,126.0699,reg,302284
FRT,2017-09-13,124.1725,124.8114,False,123.4562,124.7533,reg,365910
FRT,2017-09-14,126.7862,126.8636,False,123.9498,124.1725,reg,331648
FRT,2017-09-15,125.8472,126.7959,False,125.6052,126.2151,reg,659934
FRT,2017-09-18,123.4368,125.9247,False,123.0979,125.8472,reg,338234
FRT,2017-09-19,121.3748,123.9982,False,121.2393,123.5626,reg,593320
FRT,2017-09-20,120.6488,121.7911,False,120.2615,121.3748,reg,335422
FRT,2017-09-21,120.8635,121.5954,False,120.5512,121.0586,reg,295350
FRT,2017-09-22,120.1706,121.6246,False,119.9754,120.9123,reg,193555
FRT,2017-09-25,121.7905,122.298,False,120.4829,120.4829,reg,325380
FRT,2017-09-26,122.0638,123.0199,False,121.4002,121.976,reg,408649
FRT,2017-09-27,120.9903,121.732,False,119.6436,121.732,reg,767731
FRT,2017-09-28,121.449,121.5466,False,120.1999,120.7464,reg,479065
FRT,2017-09-29,121.2148,122.1419,False,120.6,121.0684,reg,325502
FRT,2017-10-02,121.0391,121.6442,False,120.5121,121.4978,reg,304042
FRT,2017-10-03,121.6051,121.6344,False,120.3658,121.1172,reg,253470
FRT,2017-10-04,122.1126,122.1614,False,120.922,121.6637,reg,192183
FRT,2017-10-05,123.0494,123.7228,False,122.1809,122.4054,reg,234091
FRT,2017-10-06,122.6493,122.7567,False,121.1855,122.2687,reg,296132
FRT,2017-10-09,123.069,123.3715,False,122.4444,122.7664,reg,221693
FRT,2017-10-10,123.6935,123.9668,False,123.0104,123.3715,reg,276191
FRT,2017-10-11,124.7377,124.8548,False,123.7521,124.6109,reg,210004
FRT,2017-10-12,125.4111,125.5282,False,123.7765,124.6109,reg,447952
FRT,2017-10-13,126.5529,127.5678,False,124.7963,125.7917,reg,598196
FRT,2017-10-16,125.7039,127.0115,False,125.3769,126.0844,reg,419989
FRT,2017-10-17,126.5041,126.67,False,125.2257,125.5087,reg,319639
FRT,2017-10-18,125.4306,127.0603,False,124.1424,126.5626,reg,529433
FRT,2017-10-19,124.162,125.8698,False,123.8985,125.5965,reg,285862
FRT,2017-10-20,122.7664,124.162,False,122.3175,124.162,reg,311321
FRT,2017-10-23,123.5569,123.5959,False,122.1321,123.3422,reg,251450
FRT,2017-10-24,121.8881,123.8497,False,121.2928,123.4203,reg,420726
FRT,2017-10-25,120.2974,121.9564,False,119.1361,121.8101,reg,335112
FRT,2017-10-26,118.7946,121.0001,False,117.1746,121.0001,reg,687111
FRT,2017-10-27,118.5213,119.1947,False,116.6574,118.1212,reg,362549
FRT,2017-10-30,118.0627,119.0483,False,117.4088,118.5116,reg,485496
FRT,2017-10-31,117.6138,118.3164,False,116.4915,117.9358,reg,755806
FRT,2017-11-01,118.7653,118.9214,False,116.9648,117.7211,reg,488622
FRT,2017-11-02,125.011,125.1281,False,119.302,119.3216,reg,630756
FRT,2017-11-03,123.5081,124.5816,False,122.6981,124.2888,reg,614379
FRT,2017-11-06,123.8594,124.4254,False,123.352,123.4593,reg,400458
FRT,2017-11-07,125.5087,126.2113,False,123.9473,123.9473,reg,406727
FRT,2017-11-08,125.7624,127.0018,False,125.1086,125.7234,reg,289056
FRT,2017-11-09,128.2704,129.2854,False,125.8014,126.1723,reg,516303
FRT,2017-11-10,128.8267,129.0707,False,128.0167,128.2119,reg,374610
FRT,2017-11-13,127.7337,130.6614,False,127.3433,129.3439,reg,530828
FRT,2017-11-14,128.6315,128.6315,False,127.1628,127.3629,reg,458977
FRT,2017-11-15,128.4168,129.3049,False,127.8313,128.6217,reg,318990
FRT,2017-11-16,128.7193,129.4903,False,127.6849,127.6849,reg,405524
FRT,2017-11-17,129.3049,130.2124,False,128.3192,128.3192,reg,428098
FRT,2017-11-20,128.0753,129.5342,False,128.0753,129.4025,reg,482750
FRT,2017-11-21,128.4266,128.7779,False,128.0265,128.6608,reg,353576
FRT,2017-11-22,128.57299999999998,129.5098,False,128.046,128.046,reg,278195
FRT,2017-11-24,128.7389,129.6172,False,128.1533,128.9633,reg,111558
FRT,2017-11-27,127.5385,128.651,False,127.4312,128.5339,reg,237765
FRT,2017-11-28,127.9581,128.3973,False,126.7773,128.0362,reg,475993
FRT,2017-11-29,128.9145,129.6464,False,127.7337,128.0265,reg,426746
FRT,2017-11-30,129.0219,130.0173,False,128.651,129.1585,reg,577992
FRT,2017-12-01,129.3439,130.0368,False,128.5242,129.7147,reg,388261
FRT,2017-12-04,130.3491,131.2762,False,129.5976,129.5976,reg,481622
